1,2,3,4,5
1,1,1,4497.73913870824,6038.47831314853
1,2,1,6499.92829771989,5324.46963490138
1,3,1,4617.84712616882,6181.85488637508
1,4,1,5962.2533864125,6314.57509879562
1,5,1,3720.68672380392,5668.18586245325
1,6,1,4643.21358030063,6554.74245829983
1,7,1,3520.7001472603,6174.93313013532
1,8,1,5676.18283282602,6076.47742954895
1,9,1,4890.66678071494,5497.51931508656
1,10,1,4385.80310489358,6551.10875536734
1,11,1,3543.25113895756,5940.26961447213
1,12,1,6866.03457915259,6279.80882546264
1,13,1,6589.84249366868,5997.0576406101
1,14,1,4117.9776832332,6098.15904999908
1,15,1,6595.65978056943,5949.68066841791
1,16,1,4301.99088381262,4889.95993507578
1,17,1,7932.02924239243,6313.84579624028
1,18,1,8777.31423820683,5744.5881165614
1,19,1,6432.9349369882,5896.11459938738
1,20,1,3283.76272809341,5645.68228931785
1,21,1,4528.2563082734,7007.87436882281
1,22,1,7147.00768255324,7516.0247874374
1,23,1,5308.59208458219,5540.14500978395
1,24,1,7285.31622338096,5343.2915084273
1,25,1,3210.51861527417,5340.78464658633
1,26,1,6030.61015997714,4567.54775683372
1,27,1,5127.15668901209,7335.05546405706
1,28,1,3474.04420671641,5505.29136773596
1,29,1,6284.61928252024,5637.53676466605
1,30,1,7453.01566926777,6284.12159277389
1,31,1,7298.3757067254,5453.64346445257
1,32,1,7638.93352859263,6485.00434523171
1,33,1,3590.52433383644,5613.9694975335
1,34,1,3666.08655095011,6320.84806989982
1,35,1,3652.90457168775,5669.43736080778
1,36,1,5702.29061375216,6652.52057350932
1,37,1,4221.86788877165,6221.63777166086
1,38,1,6980.1332717128,6909.49112966331
1,39,1,5956.00826124165,6297.66174471475
1,40,1,4375.52842012861,4745.73812175308
1,41,1,6517.11487196772,6455.07441370972
1,42,1,4713.73336749335,6770.62615059571
1,43,1,7295.57978290322,4891.83093895655
1,44,1,4129.67409450326,5375.48093242663
1,45,1,3622.17271672604,5729.8132664273
1,46,1,5353.77598104828,7001.33451512708
1,47,1,8193.58747442625,5864.1898900041
1,48,1,3999.52418688316,5526.02984722674
1,49,1,8173.11105242781,6413.36203013793
1,50,1,4288.35731244183,6221.40859772663
1,51,1,5444.34602109334,7085.89442759087
