1,2,3,4,5
1,1,1,6038.47831314853,6297.45839406658
1,2,1,5324.46963490138,4583.30646518926
1,3,1,6181.85488637508,4895.48761129189
1,4,1,6314.57509879562,5839.95341472751
1,5,1,5668.18586245325,4920.73999646051
1,6,1,6554.74245829983,4733.45464663306
1,7,1,6174.93313013532,5365.63155510571
1,8,1,6076.47742954895,6120.40278872921
1,9,1,5497.51931508656,5421.00576393304
1,10,1,6551.10875536734,5614.61957016213
1,11,1,5940.26961447213,4618.14488193884
1,12,1,6279.80882546264,5803.69317500157
1,13,1,5997.0576406101,5414.26052341154
1,14,1,6098.15904999908,6337.8337452373
1,15,1,5949.68066841791,4091.93709722908
1,16,1,4889.95993507578,5978.44372707141
1,17,1,6313.84579624028,5299.14518732863
1,18,1,5744.5881165614,5518.24045828888
1,19,1,5896.11459938738,4197.85876406198
1,20,1,5645.68228931785,6165.38213783922
1,21,1,7007.87436882281,6778.70951467088
1,22,1,7516.0247874374,4851.74970445136
1,23,1,5540.14500978395,5784.00550202905
1,24,1,5343.2915084273,5189.30296915731
1,25,1,5340.78464658633,5340.31754942556
1,26,1,4567.54775683372,6041.95674443048
1,27,1,7335.05546405706,4884.3529071267
1,28,1,5505.29136773596,5698.92403398248
1,29,1,5637.53676466605,5876.82578255799
1,30,1,6284.12159277389,5548.2300362366
1,31,1,5453.64346445257,4531.23819192562
1,32,1,6485.00434523171,4176.31829081472
1,33,1,5613.9694975335,5148.11994644036
1,34,1,6320.84806989982,5018.43347667964
1,35,1,5669.43736080778,5533.63812708473
1,36,1,6652.52057350932,4602.72275941566
1,37,1,6221.63777166086,5695.12870376336
1,38,1,6909.49112966331,5066.3205437225
1,39,1,6297.66174471475,5743.59680755089
1,40,1,4745.73812175308,4541.95833027914
1,41,1,6455.07441370972,5796.5570996797
1,42,1,6770.62615059571,5988.80231285187
1,43,1,4891.83093895655,4684.60168568971
1,44,1,5375.48093242663,4924.46942442412
1,45,1,5729.8132664273,5818.85004203187
1,46,1,7001.33451512708,6253.13959975366
1,47,1,5864.1898900041,4727.11830579764
1,48,1,5526.02984722674,4112.17139591063
1,49,1,6413.36203013793,6179.68488499708
1,50,1,6221.40859772663,4537.44063189777
1,51,1,7085.89442759087,5966.90262650045
1,52,1,6494.13257666763,5340.68721593903
1,53,1,6928.39111727663,5564.60892473012
1,54,1,5198.58399019812,6315.84138347213
1,55,1,6381.28157890943,7086.60407108841
1,56,1,5556.54478717757,6191.65132942245
1,57,1,7172.34769160608,5604.75674854709
1,58,1,5195.99197911555,6538.32265902411
1,59,1,7385.70294615402,5851.56620654709
1,60,1,6128.84980646783,4487.56261668853
1,61,1,5353.97995286953,5690.46967216525
1,62,1,5608.82046980246,5726.08023224038
1,63,1,5817.12044716771,4461.48617581523
1,64,1,5788.35063960245,5971.53390292676
1,65,1,6215.67466240699,4795.29380510198
1,66,1,7116.75705143312,5283.77643350746
1,67,1,5596.41096910659,6393.42649208861
1,68,1,6014.20061237423,4370.12082381753
1,69,1,6359.65369862614,5689.3217772334
1,70,1,6398.15770207407,5360.9726780157
1,71,1,5387.03494349623,4633.14036377619
1,72,1,6864.23065379893,5265.2981341465
1,73,1,6533.4567058226,5462.11568985823
1,74,1,5678.10607138713,4292.71416447139
1,75,1,5832.6715135279,4594.35765035017
1,76,1,5990.61301607416,5201.49106703506
1,77,1,6336.16964025901,6225.71950497217
1,78,1,6651.52798509663,4318.62777866128
1,79,1,5026.66966363615,4569.25268982774
1,80,1,6538.24608250172,4728.63256820984
